source_page,category,item_name,description,price
food,Pasta and Risotto,Philly Cheesesteak Pasta,Beef fillet strips with fusilli pasta bell peppers and gorgonzola cheese,50
food,Pasta and Risotto,Lasagne Al Forno,Traditional silky pasta sheets coated in Bolognese and bechamel topped with mozzarella and Grana Padano,50
food,Pasta and Risotto,Homemade Spaghetti Bolognese,Spaghetti in classic beef Bolognese sauce a traditional Italian favourite,47
food,Pasta and Risotto,Spaghetti Alla Carbonara,Pasta with crispy bacon cooking cream egg yolks and Parmesan cheese served with garlic bread,52
food,Pasta and Risotto,Tuscan Chicken Pasta,Penne pasta in creamy spinach sauce with chicken strips and sun-dried tomatoes topped with Grana Padano,50
food,Pasta and Risotto,Creamy Tomato Risotto With Meatballs,Italian rice in creamy tomato sauce with beef meatballs topped with Parmesan,53
food,Pasta and Risotto,Linguine Chicken-Bacon Alfredo,Classic Italian pasta in creamy garlic sauce with chicken breast chunks topped with bacon and Grana Padano,51
food,Pasta and Risotto,Risotto Ai Fruitti Di Mare,Risotto rice tossed with shrimp and calamari a seafood Italian classic,53
food,Pasta and Risotto,Risotto In Fresh Ugandan Vegetables,Traditional Italian rice tossed with steamed vegetables a vegetarian risotto,49
food,Pasta and Risotto,Penne Arrabbiata,Penne in spicy tomato sauce topped with basil and Parmesan a vegetarian pasta,45
food,Pasta and Risotto,Lasagne Alla Verdure,Pasta layered with Ugandan vegetables bechamel Parmesan and baked a vegetarian lasagne,46
food,Pasta and Risotto,Hickory Steak Pasta,Tomato and basil linguine topped with beef fillet steak and Grana Padano,50
food,Pasta and Risotto,Chicken and Coconut Tomato Pasta,Penne pasta with grilled chicken breast strips coconut cream and tomato sauce,50
food,Mains,Ugandan Organic Pork Chops,Grilled pork chops on creamy sukuma-wiki served with mushroom sauce and fried plantain a local Ugandan dish,54
food,Mains,Pork Ribs,Spiced pork ribs baked until golden-brown served with choice of barbeque pesto or mushroom sauce and fried plantain,57
food,Mains,Baked Nile Perch Fillet,Lake Victoria Nile perch marinated and baked on creamy spinach served with mushroom sauce and mashed potatoes,49
food,Mains,Tuscan Smothered Pork Chops,Juicy pork chops in homemade creamy Tuscan sauce served with fried plantain,56
food,Mains,Hickory Special Grilled Chicken Breast Stuffed With Spinach,Marinated chicken breast wrapped in bacon stuffed with spinach and mozzarella with mushroom sauce steamed vegetables and rice,50
food,Mains,Tilapia Florentine,Grilled tilapia fillet on creamy spinach with choice of tomato-cashew nut mushroom tomato-basil or coconut sauce with rice,53
food,Mains,Grilled Half In-Bone Chicken,Rosemary oregano and honey-marinated chicken served with mushroom sauce handpicked vegetables and crispy chips,52
food,Mains,Grilled Chicken Breast,Skinless chicken breast with choice of Puttanesca mushroom peanut coconut or Cioppino sauce with vegetable rice,50
food,Mains,Creamy Chicken Cordon Bleu,Breaded chicken breast stuffed with ham and cheese topped with Dijon sauce served with lyonnaise potatoes,52
food,Mains,Hickory Carnival Platter,Mixed grill of quarter chicken mini beef fillet steak chicken skewers and pork skewers with mushroom sauce and potato wedges,62
food,Mains,Fillet Of Salmon,Grilled Norwegian salmon fillet with steamed vegetables and tomato-cashew nut sauce served with vegetable rice,75
food,Mains,Jumbo Prawns,Grilled jumbo prawns marinated with garlic butter and lemon served with garden salad tartar sauce and crispy chips,72
food,Mains,Pan-Seared Tilapia On A Bed Of Pasta,Grilled tilapia fillet on linguine pasta in pesto sauce served with steamed vegetables,54
food,Mains,Chilli-Lime Steak Fajita,Beef fillet marinated with Moroccan spices in chilli-lime sauce served with avocado slices and mashed potatoes,56
food,Mains,Creamy Tuscan Salmon Fillet,Pan-seared Norwegian salmon fillet in homemade creamy Tuscan sauce served with risotto rice,79
food,Mains,Zippy Breaded Pork Chops,Boneless pork chops coated in breadcrumbs and deep-fried served with mushroom sauce and masala chips,56
food,Mains,Bacon-Wrapped Tilapia,Lake Victoria tilapia fillet wrapped in bacon and grilled served with white wine-caper sauce and mashed potatoes,55
food,Desserts,Organic Fruit Salad With Ice Cream,Fresh organic fruit salad served with scoops of ice cream a light and refreshing dessert,18
food,Desserts,Tiramisu,Classic Italian coffee-flavoured dessert made with layers of mascarpone and espresso-soaked ladyfingers,30
food,Desserts,Cake of The Day Slice,Daily selection of freshly baked cake ask your server for todays special flavour,22
food,Desserts,Creme Brulee,Classic French custard dessert with a caramelised sugar crust,25
food,Desserts,New York Cheesecake,Rich and creamy New York style cheesecake a classic American dessert,30
food,Desserts,Chocolate Fondant,Warm chocolate cake with a molten chocolate center a rich indulgent dessert,29
food,Desserts,Apple Crumble Tart,Baked apple tart with a buttery crumble topping served warm,30
food,Desserts,Scoops of Ice Cream,Two scoops of premium ice cream in your choice of flavour,15
food,Desserts,Nutty Caramel and Chocolate Sundae,Ice cream sundae with caramel nuts and chocolate sauce,22
food,Sauces,Tuscan sauce,Tuscan sauce available as an accompaniment to main dishes and steaks,10
food,Sauces,mushroom sauce,mushroom sauce available as an accompaniment to main dishes and steaks,10
food,Sauces,peppercorn sauce,peppercorn sauce available as an accompaniment to main dishes and steaks,10
food,Sauces,pesto sauce,pesto sauce available as an accompaniment to main dishes and steaks,10
food,Sauces,arrabbiata sauce,arrabbiata sauce available as an accompaniment to main dishes and steaks,10
food,Sauces,peanut sauce,peanut sauce available as an accompaniment to main dishes and steaks,10
food,Sauces,coconut sauce,coconut sauce available as an accompaniment to main dishes and steaks,10
food,Sauces,barbeque sauce,barbeque sauce available as an accompaniment to main dishes and steaks,10
food,Sauces,Dijon sauce,Dijon sauce available as an accompaniment to main dishes and steaks,10
food,Sauces,Puttanesca sauce,Puttanesca sauce available as an accompaniment to main dishes and steaks,10
food,Sauces,tartar sauce,tartar sauce available as an accompaniment to main dishes and steaks,10
food,Sauces,bearnaise sauce,bearnaise sauce available as an accompaniment to main dishes and steaks,10
food,Sauces,gorgonzola sauce,gorgonzola sauce available as an accompaniment to main dishes and steaks,10
food,Sauces,tomato-basil sauce,tomato-basil sauce available as an accompaniment to main dishes and steaks,10
food,Sauces,white wine-caper sauce,white wine-caper sauce available as an accompaniment to main dishes and steaks,10
food,Sauces,Cioppino sauce,Cioppino sauce available as an accompaniment to main dishes and steaks,10
food,Sauces,tomato-cashew nut sauce,tomato-cashew nut sauce available as an accompaniment to main dishes and steaks,10
food,Sauces,chilli-lime sauce,chilli-lime sauce available as an accompaniment to main dishes and steaks,10
food,Sides,Steamed vegetables,Steamed vegetables served as a side dish accompaniment to main courses,12
food,Sides,garden-fresh salad,garden-fresh salad served as a side dish accompaniment to main courses,12
food,Sides,crispy chips,crispy chips served as a side dish accompaniment to main courses,12
food,Sides,steamed rice,steamed rice served as a side dish accompaniment to main courses,12
food,Sides,vegetable rice,vegetable rice served as a side dish accompaniment to main courses,12
food,Sides,mashed potatoes,mashed potatoes served as a side dish accompaniment to main courses,12
food,Sides,potato wedges,potato wedges served as a side dish accompaniment to main courses,12
food,Sides,parsley potatoes,parsley potatoes served as a side dish accompaniment to main courses,12
food,Sides,avocado,avocado served as a side dish accompaniment to main courses,12
food,Sides,lyonnaise potatoes,lyonnaise potatoes served as a side dish accompaniment to main courses,12
food,Sides,masala chips,masala chips served as a side dish accompaniment to main courses,12
food,Sides,fried plantain,fried plantain served as a side dish accompaniment to main courses,12
food,Sides,creamy spinach,creamy spinach served as a side dish accompaniment to main courses,12
drinks,Coffees,Espresso Single,Single shot of espresso a classic Italian coffee,7
drinks,Coffees,Espresso Double,Double shot of espresso for a stronger coffee experience,10
drinks,Coffees,Cappuccino Single,Single shot cappuccino with steamed milk and foam,9
drinks,Coffees,Cappuccino Double,Double shot cappuccino with steamed milk and foam,12
drinks,Coffees,Mocha Latte,Espresso with chocolate and steamed milk a sweet coffee drink,12
drinks,Coffees,Macchiato,Espresso marked with a dollop of foamed milk,8
drinks,Coffees,Cafe Latte,Espresso with steamed milk smooth and creamy coffee,9
drinks,Coffees,Americano Single,Single espresso diluted with hot water a classic black coffee,8
drinks,Coffees,Americano Double,Double espresso diluted with hot water for a stronger black coffee,12
drinks,Coffees,Hot Chocolate,Rich creamy hot chocolate drink,12
drinks,Coffees,African Coffee,Traditional African-style brewed coffee with local spices,12
drinks,Teas,Black Tea Plain,Simple plain black tea served hot,8
drinks,Teas,Chai Latte,Spiced tea with steamed milk an aromatic warm drink,12
drinks,Teas,Black Tea Spiced,Black tea infused with traditional spices,8
drinks,Teas,African Tea Spiced,African-style spiced tea with local herbs and spices,9
drinks,Teas,Dawa Tea,Kenyan honey and lemon tea known for soothing and healing properties,14
drinks,Teas,Herbal Tea,Caffeine-free herbal infusion tea,12
drinks,Beers and Ciders,Local Beer,Ugandan locally brewed beer,8
drinks,Beers and Ciders,Local Cider,Ugandan locally produced cider,8
drinks,Beers and Ciders,Imported Cider,Premium imported cider,12
drinks,Beers and Ciders,Imported Beer,Premium imported beer,12
drinks,Cold Beverages,Fresh Juice,Freshly squeezed fruit juice,12
drinks,Cold Beverages,Soda,Soft drink carbonated beverage,4
drinks,Cold Beverages,Diet Coke,Sugar-free diet cola,5
drinks,Cold Beverages,Still Water,Still mineral water,4
drinks,Cold Beverages,Red Bull,Energy drink,12
drinks,Cold Beverages,Iced Coffee,Chilled coffee drink served over ice,15
drinks,Cold Beverages,Ice Tea,Chilled tea drink refreshing and light,10
drinks,Cold Beverages,Milkshake,Creamy blended milkshake in various flavours,18
drinks,Cold Beverages,Smoothie,Fresh fruit smoothie blended with ice,22
drinks,Cold Beverages,Sparkling Water,Carbonated sparkling mineral water,6
drinks,Cocktails,Appletini,Sweet refreshing martini drink in green apple flavour,24
drinks,Cocktails,Cosmopolitan,Equal part of vodka and triple sec plus fresh cranberry juice a classic cocktail,24
drinks,Cocktails,Dry Martini,Traditional aperitif cocktail best enjoyed before meals elegant and strong,24
drinks,Cocktails,Hickopolitan,Cosmopolitan variant with a minty twist a Hickory signature cocktail,24
drinks,Cocktails,Classic Margarita,Mexican tequila thirst-quencher with triple sec and freshly squeezed lime juice,26
drinks,Cocktails,Old Fashioned,Mix of sweet Merlot and Bourbon whiskey a timeless classic cocktail,35
drinks,Cocktails,Absolut Paradise,Raspberry-based cocktail infused with fresh berries fruity and refreshing,24
drinks,Cocktails,Rose and Basil,Gin-based cocktail with hints of rosemary and basil herbal and aromatic,24
drinks,Cocktails,Lady in Red,London gin with strawberry and grapes finishing a fruity gin cocktail,24
drinks,Cocktails,Red Sangria,Iced punch with fruit infusion and red wine a Spanish classic,25
drinks,Cocktails,White Sangria,Iced punch with fruit infusion and white wine refreshing,25
drinks,Cocktails,Whiskey Sour,Sweet and sour cocktail with pineapple texture made with whiskey,28
drinks,Cocktails,Cookie Monster,Baileys Irish cream freakshake with cookies and chocolate an indulgent dessert cocktail,23
drinks,Cocktails,Mojito,Cuban classic with rum mint sugar and lime juice refreshing and minty,22
drinks,Cocktails,Long Island Iced Tea,Multiple spirits mixed into a potent cocktail that looks like iced tea,30
drinks,Cocktails,Frosty Deep Pool,Five different spirits and red bull a strong and energizing cocktail,32
drinks,Cocktails,Bulago Island Breeze,Fruity punch with Uganda waragi pineapple a locally inspired tropical cocktail,25
drinks,Cocktails,Watermelon Smash,Vodka with whisky liqueur and fresh watermelon juice refreshing and fruity,24
drinks,Cocktails,Mai Tai,Quality rum infused in tropical fruit juice a Polynesian classic cocktail,24
drinks,Cocktails,Queen Slayer,Amarula chocolate sauce and spiced rum a sweet and creamy cocktail,24
drinks,Cocktails,Jumping Jack,Jack Daniels honey whiskey with ginger ale a smooth whiskey cocktail,24
drinks,Cocktails,Genie in a Goblet,Gin and tonic with mint liqueur and fresh mint a refreshing gin cocktail,24
drinks,Cocktails,Sexy Back,Passion and berries-infused beauty made with vodka fruity and vibrant,24
drinks,Cocktails,Cherry Kisses,Vodka-based raspberry cocktail sweet and berry-flavoured,26
drinks,Cocktails,Negroni,Campari sweet vermouth and gin a classic Italian bitter cocktail,25
drinks,Cocktails,Bay Breeze,Uganda waragi coconut with Smirnoff vodka a tropical cocktail,24
drinks,Cocktails,Amber Shades of Hickory,Fruit and booze combination a signature Hickory cocktail,24
drinks,Cocktails,Purple Dove,Vodka blue curacao cointreau and strawberries a colourful cocktail,24
drinks,Cocktails Pitcher,Hickory Ocean Breeze,Coconut rum blue curacao liqueur and lemonade served in a pitcher for sharing,70
drinks,Cocktails Pitcher,Strawberry Basil Fizz,Strawberries basil and lemonade served in a pitcher for groups,70
drinks,Cocktails Pitcher,Sangria Pitcher,Iced punch with fruit infusion and wine served in a pitcher,70
drinks,Cocktails Pitcher,Hickory Checkmate,Melon-flavoured with vodka rose wine and fresh fruits served in a pitcher,70
drinks,Softails Non-Alcoholic,Sweet Sun Rise,Tropical punch non-alcoholic refreshing fruit beverage,18
drinks,Softails Non-Alcoholic,Virgin Colada,Coconut refresher with pineapple juice a non-alcoholic pina colada,20
drinks,Softails Non-Alcoholic,Virgin Mojito,Non-alcoholic mojito with mint lime and soda refreshing and light,20
drinks,Softails Non-Alcoholic,Tropical Fruit Crash,Baristas choice tropical fruits blended with ice a refreshing non-alcoholic smoothie,18
drinks,Softails Non-Alcoholic,Minty Pineapple,Fresh pineapple juice and mint leaves a simple refreshing drink,15
drinks,Softails Non-Alcoholic,Green Detox,Avocado bananas mangoes celery and spinach smoothie a healthy non-alcoholic option,20
drinks,Shooters,B52,Layered shooter cocktail with coffee liqueur Irish cream and Grand Marnier,10
drinks,Shooters,Blow Job,Sweet layered shooter with Irish cream and whipped cream,12
drinks,Shooters,Slippery Nipple,Smooth shooter with sambuca and Irish cream,10
drinks,Shooters,Jagerbomb,Jagermeister dropped into Red Bull an energizing shooter,15
wines,White Wines,Rooiberg Winery Chardonnay,Vibrant and elegant South African white wine with French oak leaves revealing pear-drop aromas,90
wines,White Wines,Herxheim Am Berg Sauvignon Blanc Trocken,German dry Sauvignon Blanc white wine crisp and refreshing,135
wines,White Wines,Hill and Dale Sauvignon Blanc,South African Sauvignon Blanc with fresh citrus and tropical notes,105
wines,White Wines,KWV Classic Collection Sauvignon Blanc,South African classic Sauvignon Blanc crisp and aromatic,90
wines,White Wines,Zonin Pinot Grigio Friuli Aquileia,Italian Pinot Grigio from Friuli light and refreshing white wine,105
wines,White Wines,Calvet Varietals Sauvignon Blanc,French Sauvignon Blanc with delicate floral and citrus notes,100
wines,White Wines,Nederburg Chardonnay,South African Chardonnay full-bodied and buttery,105
wines,White Wines,Zonin 20 Ventiterre Moscato,Italian Moscato sweet and aromatic sparkling white wine,120
wines,White Wines,Jacobs Creek Classic Chardonnay,Australian Chardonnay with ripe fruit and oak flavours,110
wines,White Wines,Landskroon Chardonnay,Premium South African Chardonnay complex and elegant,160
wines,White Wines,Simonsig Sunbird Sauvignon Blanc,South African Sauvignon Blanc with tropical fruit and citrus flavours,120
wines,Red Wines,Alvis Drift Merlot,South African Merlot smooth and medium-bodied red wine,130
wines,Red Wines,Eikendal Cabernet Sauvignon,Premium South African Cabernet Sauvignon full-bodied and rich,370
wines,Red Wines,Rooiberg Winery Cabernet Sauvignon,South African Cabernet Sauvignon with dark fruit and oak notes,90
wines,Red Wines,KWV Classic Collection Shiraz,South African Shiraz bold and spicy red wine,100
wines,Red Wines,Castello Di Albola Chianti Classico,Italian Chianti Classico from Tuscany a classic Italian red wine,210
wines,Red Wines,Zonin 20 Ventiterre Chianti,Italian Chianti medium-bodied with cherry and herb notes,110
wines,Red Wines,Caro Aruma Malbec,Argentinian Malbec by Catena and Rothschild full-bodied and rich,170
wines,Red Wines,Nederburg Winemaster Pinotage,South African Pinotage a unique grape variety with smoky berry flavours,130
wines,Red Wines,Jacobs Creek Double Barrel Shiraz,Australian Shiraz aged in whisky barrels for extra depth and complexity,210
wines,Red Wines,Calvet Varietals Cabernet Sauvignon,French Cabernet Sauvignon with blackcurrant and cedar notes,105
wines,Red Wines,Kumala Reserve Malbec,South African Malbec rich and fruity red wine,110
wines,Red Wines,Penfolds Koonunga Hill Cabernet Sauvignon,Australian Cabernet Sauvignon from the renowned Penfolds winery,200
wines,Sparkling Wines,Zonin Prosecco Cuvee 1821,Italian Prosecco sparkling wine light and celebratory,140
wines,Sparkling Wines,JP Chenet Blanc De Blancs Brut,French sparkling brut wine crisp and refreshing bubbles,110
wines,Sparkling Wines,Luc Belaire Luxe,Premium French sparkling wine luxurious and elegant,250
wines,Champagne,Moet and Chandon Imperial Brut,Premium French Champagne house classic Brut elegant and prestigious,480
wines,Champagne,Veuve Clicquot Brut,Iconic French Champagne known for its consistent quality and golden colour,580
wines,Champagne,Dom Perignon Brut,Prestigious vintage French Champagne the ultimate luxury celebration wine,1500
wines,Rose Wines,KWV Classic Collection Rose,South African Rose wine light and fruity pink wine,90
wines,Rose Wines,Nederburg Rose,South African Rose fresh and berry-flavoured,90
wines,Rose Wines,Exhib Cap Dagde Rose,French Rose wine from southern France dry and refreshing,90
cake,Cakes,Carrot Cake,Classic carrot cake with cream cheese frosting moist and spiced,120
cake,Cakes,Chocolate Cake,Rich chocolate cake with chocolate frosting a classic indulgent dessert,120
cake,Cakes,Coconut Cake,Moist coconut cake with coconut cream frosting tropical and sweet,120
cake,Cakes,Fruit Cake,Traditional fruit cake packed with dried fruits and nuts,140
cake,Cakes,Lemon Cake,Zesty lemon cake with lemon glaze refreshing citrus flavour,120
cake,Cakes,Strawberry Cake,Fresh strawberry cake with strawberry cream frosting light and fruity,120
cake,Cakes,Vanilla Cake,Classic vanilla sponge cake with vanilla buttercream frosting,120
cake,Cakes,Vanilla Cheesecake,Rich and creamy vanilla cheesecake with a biscuit base,160
cake,Cakes,Black Forest Cake,German chocolate and cherry cake with whipped cream layers,120
cake,Cakes,White Forest Cake,White chocolate and cherry cake with whipped cream a lighter version of Black Forest,120
cake,Cakes,Chocolate Fudge Cake,Dense and rich chocolate fudge cake with thick chocolate fudge frosting,140
cake,Cakes,Red Velvet Cake,Classic red velvet cake with cream cheese frosting moist and vibrant,120
cake,Cakes,White Chocolate Cake,Delicate white chocolate cake with white chocolate frosting elegant and sweet,120
reviews,customer_review_positive,,One of the best steaks I have ever had in Kampala and the fudgy dessert tasted fantastic definitely coming back,
reviews,customer_review_positive,,Great food excellent customer service and the environment is really romantic and breath taking,
reviews,customer_review_positive,,All the food was amazing and it tasted great the ambiance is perfect for a date night,
reviews,customer_review_positive,,Exceptional ambiance cleanliness and spacious layout the restaurant is incredibly inviting and well-maintained,
reviews,customer_review_positive,,Really charming restaurant and bar with swift polite and comfortable service,
reviews,customer_review_positive,,The staff are exceptional and extremely accommodating they made our dining experience memorable,
reviews,customer_review_positive,,Good selection of wines from South Africa Italy and France paired perfectly with the food,
reviews,customer_review_positive,,The cocktail menu is impressive with unique signature drinks like the Hickopolitan and Bulago Island Breeze,
reviews,customer_review_positive,,Perfect spot for family dinner and birthday celebrations the event hosting is wonderful,
reviews,customer_review_positive,,The garden setting is beautiful especially at night with great lighting and ambiance,
reviews,customer_review_negative,,The menu selection was extremely limited and not suitable for vegetarians very disappointed,
reviews,customer_review_negative,,Disappointed with the small amounts of food served for the price not good value,
reviews,customer_review_negative,,Very bad service lunch was delayed for an hour and a half unacceptable waiting time,
reviews,customer_review_negative,,Inconsistent service and parking challenges made the visit frustrating,
reviews,customer_review_positive,,The Hickory has become one of the top restaurants in Kampala their fusion cuisine is exceptional,
reviews,customer_review_positive,,Loved the Thai coconut curry and the grilled salmon both were perfectly cooked and seasoned,
reviews,customer_review_positive,,The wine list is extensive and well-curated with options from multiple countries and price ranges,
reviews,customer_review_positive,,Great value for money compared to other upscale restaurants in Kampala,
reviews,customer_review_positive,,The tiramisu and chocolate fondant are must-try desserts absolutely delicious,
reviews,customer_review_positive,,Beautiful interior design with a woody theme that creates a warm and cozy atmosphere,
reviews,customer_review_neutral,,Good food but the restaurant can get quite loud during peak hours on weekends,
reviews,customer_review_neutral,,The portions are decent but could be larger for the price point,
reviews,customer_review_positive,,The Lake Victoria fish burger is one of the best fish burgers in Kampala using fresh tilapia,
reviews,customer_review_positive,,Love the Hickory Carnival Platter perfect for sharing with a group of friends,
reviews,customer_review_negative,,Parking is very limited especially on weekends plan to arrive early or use a ride service,
reviews,customer_review_positive,,The Monthly Chefs Specials keep things interesting always something new to try,
reviews,customer_review_positive,,The breakfast menu is great and they open early at 8am perfect for morning meetings,
reviews,customer_review_positive,,The Nile perch fillet is a must-try showcasing the best of Ugandan local fish,
reviews,customer_review_positive,,Cocktail Oclock is a great experience with well-crafted drinks and a lively atmosphere,
reviews,customer_review_positive,,The pork ribs are fall-off-the-bone tender and the barbeque sauce is homemade perfection,
services,services_offered,,The Hickory offers dine-in services with indoor air-conditioned seating and outdoor garden seating,
services,services_offered,,Reservation services available for individuals groups and special events,
services,services_offered,,Event hosting and catering services for birthdays corporate events and celebrations,
services,services_offered,,Takeaway and food packaging services available for all menu items,
services,services_offered,,Free Wi-Fi available for all dining guests,
services,services_offered,,Disabled access and wheelchair-friendly facilities provided,
services,services_offered,,Full bar service with licensed premises for alcoholic beverages,
services,services_offered,,Cake ordering service with custom sizes available in 1kg 1.5kg and 2kg options,
services,services_offered,,Monthly Chef Specials featuring rotating seasonal dishes and new creations,
services,services_offered,,Cocktail Oclock signature experience with handcrafted cocktails and lounge atmosphere,
services,services_offered,,Open daily from 8am to 11pm seven days a week including public holidays,
services,services_offered,,Located in the upscale Kololo neighbourhood of Kampala near major hotels and embassies,
services,services_offered,,The restaurant is designed by Fortitude Solutions with a contemporary woody theme interior,
